tissue	trait	p1_trait_prior	p2_tissue_prior	p12	pm1	pm2	enloc_enrich_intercept_effect(inteffect)	inteffect_95ci_lower	inteffect_95ci_upper	enloc_enrich_log_odds_ratio_effect(logor)	logor_95ci_lower	logor_95ci_upper
Heart_Left_Ventricle	Fluid_Intelligence_Score_UKB	4.36035E-05	2.31436E-03	1.20599E-05	5.56634E-05	2.32642E-03	-10.038	-10.075	-10.002	4.781	3.620	5.943
Heart_Left_Ventricle	Gout_UKBS	1.45293E-05	2.32638E-03	4.21748E-08	1.45715E-05	2.32642E-03	-11.137	-11.163	-11.111	0.219	-1.780	2.218
Heart_Left_Ventricle	Granulocyte_Count	6.06501E-05	2.31207E-03	1.43521E-05	7.50022E-05	2.32642E-03	-9.708	-9.742	-9.673	4.626	3.671	5.581
Heart_Left_Ventricle	HDL_Cholesterol	3.01791E-05	2.32584E-03	5.83819E-07	3.07630E-05	2.32642E-03	-10.406	-10.439	-10.374	2.116	-0.251	4.483
Heart_Left_Ventricle	HDL_Cholesterol_NMR	8.25792E-06	2.32638E-03	4.45148E-08	8.30244E-06	2.32642E-03	-11.702	-11.823	-11.582	0.838	-2.622	4.297
Heart_Left_Ventricle	Hayfever_UKB	4.46626E-05	2.31762E-03	8.79601E-06	5.34586E-05	2.32642E-03	-10.014	-10.051	-9.977	4.440	3.139	5.742
Heart_Left_Ventricle	Heart_Attack_UKB	1.43416E-05	2.32637E-03	4.94924E-08	1.43911E-05	2.32642E-03	-11.150	-11.175	-11.124	0.392	-3.510	4.295
Heart_Left_Ventricle	Heart_Rate	1.16019E-05	2.32238E-03	4.03638E-06	1.56383E-05	2.32642E-03	-11.362	-11.481	-11.243	5.007	2.949	7.065
Heart_Left_Ventricle	Height	1.17339E-04	2.31581E-03	1.06070E-05	1.27946E-04	2.32642E-03	-9.048	-9.075	-9.020	3.662	2.765	4.558
Heart_Left_Ventricle	High_Cholesterol_UKBS	2.73893E-05	2.32182E-03	4.59564E-06	3.19850E-05	2.32642E-03	-10.503	-10.616	-10.391	4.278	1.230	7.325
Heart_Left_Ventricle	High_Light_Scatter_Reticulocyte_Count	6.46583E-05	2.31803E-03	8.39362E-06	7.30519E-05	2.32642E-03	-9.644	-9.684	-9.604	4.023	2.867	5.179
Heart_Left_Ventricle	Hip_Circumference_EUR	2.94046E-05	2.32580E-03	6.22394E-07	3.00270E-05	2.32642E-03	-10.432	-10.487	-10.376	2.206	-0.851	5.263
Heart_Left_Ventricle	Hypertension_UKBS	6.19991E-05	2.31192E-03	1.44955E-05	7.64945E-05	2.32642E-03	-9.686	-9.717	-9.656	4.614	3.669	5.559
Heart_Left_Ventricle	Hyperthyroidism_UKBS	1.48376E-05	2.32639E-03	3.37786E-08	1.48714E-05	2.32642E-03	-11.116	-11.141	-11.091	-0.024	-1.528	1.480
Heart_Left_Ventricle	Hypothyroidism_UKBS	3.83649E-05	2.32272E-03	3.70060E-06	4.20655E-05	2.32642E-03	-10.166	-10.245	-10.087	3.724	0.697	6.750
Heart_Left_Ventricle	Inflammatory_Bowel_Disease	2.96112E-05	2.32200E-03	4.41579E-06	3.40270E-05	2.32642E-03	-10.425	-10.506	-10.344	4.160	1.674	6.646
Heart_Left_Ventricle	Inflammatory_Bowel_Disease_UKBS	8.66689E-05	2.32631E-03	1.13726E-07	8.67826E-05	2.32642E-03	-9.351	-9.372	-9.330	-0.575	-1.745	0.594
Heart_Left_Ventricle	Insomnia_In_Both_Sexes	5.75561E-06	2.32641E-03	1.33409E-08	5.76895E-06	2.32642E-03	-12.063	-12.090	-12.036	-0.006	-1.359	1.348
Heart_Left_Ventricle	Insomnia_UKB	3.47836E-05	2.31779E-03	8.63107E-06	4.34147E-05	2.32642E-03	-10.264	-10.312	-10.215	4.671	3.129	6.213
Heart_Left_Ventricle	Insomnia_UKBS	5.36310E-05	2.32633E-03	8.55246E-08	5.37165E-05	2.32642E-03	-9.831	-9.853	-9.809	-0.380	-1.810	1.049
Heart_Left_Ventricle	Intracraneal_Volume	1.87795E-06	2.32642E-03	4.40544E-09	1.88235E-06	2.32642E-03	-13.183	-13.212	-13.154	0.006	-2.496	2.508
Heart_Left_Ventricle	Irritable_Bowel_Syndrome_UKBS	1.75449E-06	2.32642E-03	4.10760E-09	1.75860E-06	2.32642E-03	-13.251	-13.281	-13.221	0.004	-3.086	3.095
Heart_Left_Ventricle	LDL_Cholesterol	2.57944E-05	2.32632E-03	9.57557E-08	2.58901E-05	2.32642E-03	-10.563	-10.589	-10.537	0.465	-1.991	2.922
Heart_Left_Ventricle	LDL_Cholesterol_NMR	1.01368E-05	2.32624E-03	1.79965E-07	1.03168E-05	2.32642E-03	-11.497	-11.588	-11.405	2.030	-0.985	5.045
Heart_Left_Ventricle	Lymphocyte_Count	6.77696E-05	2.31501E-03	1.14064E-05	7.91759E-05	2.32642E-03	-9.597	-9.628	-9.566	4.284	3.248	5.320
Heart_Left_Ventricle	Migraine_UKB	2.69816E-05	2.32637E-03	5.23954E-08	2.70340E-05	2.32642E-03	-10.518	-10.542	-10.494	-0.183	-6.067	5.701
Heart_Left_Ventricle	Migraine_UKBS	1.27965E-05	2.32636E-03	5.58582E-08	1.28523E-05	2.32642E-03	-11.264	-11.311	-11.218	0.627	-2.493	3.746
Heart_Left_Ventricle	Monocyte_Count	6.68275E-05	2.31348E-03	1.29424E-05	7.97699E-05	2.32642E-03	-9.611	-9.643	-9.578	4.425	3.488	5.362
Heart_Left_Ventricle	Mothers_Age_At_Death_UKB	4.90952E-06	2.32641E-03	1.16329E-08	4.92115E-06	2.32642E-03	-12.222	-12.250	-12.194	0.016	-2.816	2.848
Heart_Left_Ventricle	Multiple_Sclerosis	1.13042E-05	2.32594E-03	4.81851E-07	1.17860E-05	2.32642E-03	-11.388	-11.543	-11.232	2.906	-1.728	7.541
Heart_Left_Ventricle	Multiple_Sclerosis_UKBS	2.00687E-05	2.32638E-03	4.43371E-08	2.01130E-05	2.32642E-03	-10.814	-10.839	-10.789	-0.054	-1.702	1.594
Heart_Left_Ventricle	Myeloid_White_Cell_Count	6.17516E-05	2.31208E-03	1.43379E-05	7.60894E-05	2.32642E-03	-9.690	-9.721	-9.660	4.607	3.663	5.550
Heart_Left_Ventricle	Neuroticism	7.97532E-08	2.32642E-03	1.85972E-10	7.99392E-08	2.32642E-03	-16.342	-16.379	-16.305	0.000	-0.230	0.230
Heart_Left_Ventricle	Neuroticism_UKB	5.52090E-05	2.31972E-03	6.70063E-06	6.19096E-05	2.32642E-03	-9.802	-9.837	-9.766	3.955	2.368	5.543
Heart_Left_Ventricle	Neutrophil_Count	6.02270E-05	2.31264E-03	1.37790E-05	7.40060E-05	2.32642E-03	-9.715	-9.752	-9.678	4.592	3.617	5.567
Heart_Left_Ventricle	Osteoporosis_UKBS	1.13836E-05	2.32639E-03	2.94245E-08	1.14130E-05	2.32642E-03	-11.381	-11.407	-11.355	0.103	-1.700	1.906
Heart_Left_Ventricle	Parkinsons_Disease_UKBS	3.26926E-05	2.32636E-03	6.19182E-08	3.27545E-05	2.32642E-03	-10.326	-10.349	-10.303	-0.208	-3.201	2.786
Heart_Left_Ventricle	Platelet_Count	7.40772E-05	2.31268E-03	1.37380E-05	8.78151E-05	2.32642E-03	-9.508	-9.549	-9.467	4.382	3.511	5.253
Heart_Left_Ventricle	Psoriasis_UKBS	1.71186E-05	2.32535E-03	1.06570E-06	1.81843E-05	2.32642E-03	-10.973	-11.021	-10.924	3.285	0.990	5.581
Heart_Left_Ventricle	Psychological_Problem_UKBS	5.11177E-05	2.32634E-03	8.21713E-08	5.11998E-05	2.32642E-03	-9.879	-9.901	-9.857	-0.372	-1.819	1.075
Heart_Left_Ventricle	Pubertal_Height_Female	6.90859E-07	2.32642E-03	1.61259E-09	6.92472E-07	2.32642E-03	-14.183	-14.215	-14.151	0.001	-0.865	0.867
Heart_Left_Ventricle	Pubertal_Height_Male	1.27275E-06	2.32642E-03	2.99469E-09	1.27574E-06	2.32642E-03	-13.572	-13.603	-13.541	0.009	-2.377	2.394
Heart_Left_Ventricle	Pulmonary_Embolism_UKB	1.26312E-05	2.32639E-03	2.78499E-08	1.26590E-05	2.32642E-03	-11.277	-11.303	-11.251	-0.056	-1.593	1.481
Heart_Left_Ventricle	Red_Blood_Cell_Count	7.03942E-05	2.31462E-03	1.17988E-05	8.21930E-05	2.32642E-03	-9.559	-9.591	-9.526	4.280	3.320	5.239
Heart_Left_Ventricle	Reticulocyte_Count	6.35049E-05	2.31739E-03	9.02680E-06	7.25317E-05	2.32642E-03	-9.662	-9.696	-9.628	4.114	2.982	5.245
Heart_Left_Ventricle	Rheumatoid_Arthritis	2.83366E-05	2.32144E-03	4.97758E-06	3.33141E-05	2.32642E-03	-10.469	-10.512	-10.425	4.324	2.623	6.025
Heart_Left_Ventricle	Rheumatoid_Arthritis_UKBS	1.01165E-05	2.32640E-03	2.31000E-08	1.01396E-05	2.32642E-03	-11.499	-11.525	-11.473	-0.021	-1.572	1.529
Heart_Left_Ventricle	Schizophrenia	8.16221E-05	2.31616E-03	1.02642E-05	9.18863E-05	2.32642E-03	-9.411	-9.442	-9.380	3.992	2.762	5.222
Heart_Left_Ventricle	Schizophrenia_UKBS	4.88685E-05	2.32634E-03	8.05442E-08	4.89490E-05	2.32642E-03	-9.924	-9.947	-9.901	-0.347	-1.859	1.166
Heart_Left_Ventricle	Sleep_Duration	8.75980E-06	2.32640E-03	2.06318E-08	8.78043E-06	2.32642E-03	-11.643	-11.669	-11.617	0.010	-1.785	1.805
Heart_Left_Ventricle	Sleep_Duration_UKB	4.10643E-05	2.31646E-03	9.96217E-06	5.10265E-05	2.32642E-03	-10.098	-10.132	-10.064	4.649	3.232	6.066
Heart_Left_Ventricle	Smoker	4.29206E-07	2.32642E-03	1.00084E-09	4.30207E-07	2.32642E-03	-14.659	-14.692	-14.626	-0.000	-1.433	1.432
Heart_Left_Ventricle	Standing_Height_UKB	1.04907E-04	2.31303E-03	1.33874E-05	1.18295E-04	2.32642E-03	-9.160	-9.183	-9.136	4.008	3.316	4.699
Heart_Left_Ventricle	Stroke	1.26640E-06	2.32642E-03	2.95305E-09	1.26936E-06	2.32642E-03	-13.577	-13.608	-13.546	0.000	-1.489	1.490
Heart_Left_Ventricle	Sum_Basophil_Neutrophil_Count	5.97472E-05	2.31203E-03	1.43950E-05	7.41421E-05	2.32642E-03	-9.723	-9.769	-9.676	4.644	3.671	5.618
Heart_Left_Ventricle	Sum_Eosinophil_Basophil_Count	6.34415E-05	2.31654E-03	9.88312E-06	7.33246E-05	2.32642E-03	-9.663	-9.699	-9.628	4.206	3.116	5.296
Heart_Left_Ventricle	Sum_Neutrophil_Eosinophil_Count	6.03476E-05	2.31192E-03	1.44955E-05	7.48430E-05	2.32642E-03	-9.713	-9.759	-9.667	4.641	3.670	5.612
Heart_Left_Ventricle	Systemic_Lupus_Erythematosus	3.62031E-05	2.32622E-03	1.96126E-07	3.63992E-05	2.32642E-03	-10.224	-10.254	-10.194	0.843	-2.343	4.030
Heart_Left_Ventricle	Systolic_Blood_Pressure	1.11693E-05	2.32637E-03	4.68439E-08	1.12162E-05	2.32642E-03	-11.400	-11.428	-11.372	0.587	-2.063	3.237
Heart_Left_Ventricle	Triglycerides	2.26273E-05	2.32402E-03	2.40380E-06	2.50311E-05	2.32642E-03	-10.694	-10.749	-10.639	3.820	2.170	5.471
Heart_Left_Ventricle	Triglycerides_NMR	1.03209E-05	2.32635E-03	6.68741E-08	1.03878E-05	2.32642E-03	-11.479	-11.542	-11.416	1.022	-1.915	3.959
Heart_Left_Ventricle	Type_1_Diabetes_UKBS	5.59873E-05	2.32633E-03	8.82173E-08	5.60755E-05	2.32642E-03	-9.788	-9.810	-9.766	-0.392	-1.762	0.978
Heart_Left_Ventricle	Type_2_Diabetes	1.52437E-05	2.32593E-03	4.88642E-07	1.57323E-05	2.32642E-03	-11.089	-11.142	-11.037	2.621	0.209	5.032
Heart_Left_Ventricle	Type_2_Diabetes_UKBS	1.10140E-05	2.32640E-03	2.48991E-08	1.10389E-05	2.32642E-03	-11.414	-11.440	-11.388	-0.031	-1.546	1.484
Heart_Left_Ventricle	Ulcerative_Colitis	2.48823E-05	2.32568E-03	7.42128E-07	2.56244E-05	2.32642E-03	-10.599	-10.705	-10.492	2.549	-1.507	6.604
Heart_Left_Ventricle	Ulcerative_Colitis_UKBS	1.62674E-05	2.32638E-03	3.89713E-08	1.63064E-05	2.32642E-03	-11.024	-11.049	-10.999	0.027	-1.876	1.929
Heart_Left_Ventricle	Waist-to-Hip_Ratio_EUR	1.87682E-05	2.32632E-03	1.02596E-07	1.88708E-05	2.32642E-03	-10.881	-10.939	-10.822	0.852	-3.289	4.994
Heart_Left_Ventricle	Waist_Circumference_EUR	2.70897E-05	2.32604E-03	3.84782E-07	2.74745E-05	2.32642E-03	-10.514	-10.579	-10.449	1.807	-1.675	5.289
Heart_Left_Ventricle	White_Blood_Cell_Count	6.62950E-05	2.31097E-03	1.54471E-05	8.17422E-05	2.32642E-03	-9.619	-9.661	-9.577	4.611	3.714	5.508
Kidney_Cortex	Adiponectin	7.32547E-06	1.14456E-03	8.56370E-09	7.33404E-06	1.14457E-03	-11.823	-11.849	-11.797	0.020	-1.571	1.611
Kidney_Cortex	Alzheimers_Disease	1.38371E-05	1.14455E-03	1.82383E-08	1.38553E-05	1.14457E-03	-11.187	-11.212	-11.162	0.140	-1.672	1.951
Kidney_Cortex	Ankylosing_Spondylitis_UKBS	2.20066E-05	1.14455E-03	2.45207E-08	2.20311E-05	1.14457E-03	-10.723	-10.747	-10.699	-0.028	-1.381	1.326
Kidney_Cortex	Asthma	1.27477E-05	1.14456E-03	1.44043E-08	1.27621E-05	1.14457E-03	-11.269	-11.294	-11.244	-0.014	-1.457	1.428
Kidney_Cortex	Asthma_TAGC_EUR	1.67659E-05	1.14455E-03	2.13173E-08	1.67872E-05	1.14457E-03	-10.995	-11.020	-10.970	0.104	-1.623	1.832
Kidney_Cortex	Asthma_UKB	4.03393E-05	1.14446E-03	1.09120E-07	4.04484E-05	1.14457E-03	-10.117	-10.152	-10.082	0.859	-2.194	3.913
Kidney_Cortex	Asthma_UKBS	4.07446E-05	1.14441E-03	1.60677E-07	4.09053E-05	1.14457E-03	-10.107	-10.158	-10.057	1.236	-2.428	4.900
Kidney_Cortex	Attention_Deficit_Hyperactivity_Disorder	3.57421E-05	1.14452E-03	4.55358E-08	3.57876E-05	1.14457E-03	-10.238	-10.261	-10.215	0.106	-2.520	2.732
Kidney_Cortex	Autism_Spectrum_Disorder	8.60161E-07	1.14457E-03	9.85643E-10	8.61147E-07	1.14457E-03	-13.965	-13.997	-13.933	-0.000	-0.852	0.852
Kidney_Cortex	BMI_Active_Inds	2.20507E-05	1.14453E-03	3.56771E-08	2.20864E-05	1.14457E-03	-10.721	-10.754	-10.689	0.345	-2.135	2.825
Kidney_Cortex	BMI_Childhood	1.29274E-05	1.14455E-03	1.97968E-08	1.29472E-05	1.14457E-03	-11.255	-11.280	-11.229	0.290	-1.627	2.207
Kidney_Cortex	BMI_EUR	4.17761E-05	1.14446E-03	1.14142E-07	4.18902E-05	1.14457E-03	-10.082	-10.111	-10.053	0.869	-1.871	3.609
Kidney_Cortex	BMI_UKB	1.01724E-04	1.14061E-03	3.96424E-06	1.05688E-04	1.14457E-03	-9.192	-9.217	-9.168	3.530	2.044	5.016
Kidney_Cortex	Balding_Pattern_2_UKB	2.38394E-05	1.14454E-03	2.83468E-08	2.38678E-05	1.14457E-03	-10.643	-10.667	-10.619	0.037	-1.594	1.668
Kidney_Cortex	Balding_Pattern_3_UKB	2.16790E-05	1.14455E-03	2.46683E-08	2.17037E-05	1.14457E-03	-10.738	-10.762	-10.714	-0.007	-1.396	1.382
Kidney_Cortex	Balding_Pattern_4_UKB	5.18478E-05	1.14448E-03	8.92518E-08	5.19371E-05	1.14457E-03	-9.866	-9.890	-9.842	0.407	-1.764	2.578
Kidney_Cortex	Birth_Length	1.04641E-06	1.14457E-03	1.20026E-09	1.04761E-06	1.14457E-03	-13.769	-13.800	-13.738	0.001	-1.172	1.173
Kidney_Cortex	Birth_Weight	3.13851E-05	1.14429E-03	2.84943E-07	3.16701E-05	1.14457E-03	-10.368	-10.465	-10.271	2.070	-2.744	6.884
Kidney_Cortex	Birth_Weight_UKB	4.74804E-05	1.14271E-03	1.86480E-06	4.93452E-05	1.14457E-03	-9.954	-10.035	-9.874	3.536	-0.579	7.651
Kidney_Cortex	Body_Fat_Percentage_UKB	9.66667E-05	1.13922E-03	5.35001E-06	1.02017E-04	1.14457E-03	-9.243	-9.269	-9.217	3.882	2.493	5.271
Kidney_Cortex	Bone_Mineral_Density	7.05939E-06	1.14456E-03	8.15419E-09	7.06754E-06	1.14457E-03	-11.860	-11.886	-11.834	0.008	-1.558	1.573
Kidney_Cortex	Breast_Cancer	3.00342E-05	1.14450E-03	6.79302E-08	3.01021E-05	1.14457E-03	-10.412	-10.451	-10.372	0.680	-2.511	3.871
Kidney_Cortex	CH2DB_NMR	4.68498E-06	1.14456E-03	5.87399E-09	4.69085E-06	1.14457E-03	-12.270	-12.298	-12.242	0.090	-1.703	1.883
Kidney_Cortex	Celiac_Disease	5.66530E-06	1.14456E-03	6.66943E-09	5.67197E-06	1.14457E-03	-12.080	-12.108	-12.052	0.027	-2.030	2.085
Kidney_Cortex	Chronic_Kidney_Disease	4.34211E-06	1.14456E-03	5.12195E-09	4.34723E-06	1.14457E-03	-12.346	-12.374	-12.318	0.029	-1.548	1.607
Kidney_Cortex	Chronotype	2.21834E-05	1.14454E-03	2.68567E-08	2.22102E-05	1.14457E-03	-10.715	-10.739	-10.691	0.055	-1.476	1.586
Kidney_Cortex	Chronotype_UKB	6.53201E-05	1.14431E-03	2.57834E-07	6.55779E-05	1.14457E-03	-9.635	-9.669	-9.600	1.237	-2.118	4.592
Kidney_Cortex	Coronary_Artery_Disease	2.87989E-05	1.14436E-03	2.09005E-07	2.90079E-05	1.14457E-03	-10.454	-10.538	-10.370	1.846	-2.154	5.845
Kidney_Cortex	Crohns_Disease	2.81160E-05	1.14451E-03	5.98887E-08	2.81758E-05	1.14457E-03	-10.478	-10.512	-10.444	0.620	-3.687	4.927
Kidney_Cortex	Crohns_Disease_UKBS	2.22500E-05	1.14455E-03	2.44717E-08	2.22745E-05	1.14457E-03	-10.712	-10.736	-10.688	-0.041	-1.385	1.302
Kidney_Cortex	Deep_Venous_Thrombosis_UKB	9.88833E-06	1.14456E-03	1.20195E-08	9.90035E-06	1.14457E-03	-11.523	-11.549	-11.497	0.059	-1.824	1.942
Kidney_Cortex	Deep_Venous_Thrombosis_UKBS	9.71194E-06	1.14456E-03	1.16410E-08	9.72358E-06	1.14457E-03	-11.541	-11.567	-11.515	0.045	-1.575	1.665
Kidney_Cortex	Depressive_Symptoms	9.66350E-06	1.14456E-03	1.12743E-08	9.67477E-06	1.14457E-03	-11.546	-11.572	-11.520	0.018	-1.867	1.903
Kidney_Cortex	Diastolic_Blood_Pressure	1.14656E-05	1.14456E-03	1.31383E-08	1.14788E-05	1.14457E-03	-11.375	-11.400	-11.350	-0.000	-1.544	1.543
Kidney_Cortex	ER-negative_Breast_Cancer	2.49616E-05	1.14454E-03	3.38693E-08	2.49955E-05	1.14457E-03	-10.597	-10.621	-10.574	0.169	-2.015	2.354
Kidney_Cortex	ER-positive_Breast_Cancer	8.17726E-06	1.14456E-03	9.46434E-09	8.18672E-06	1.14457E-03	-11.713	-11.739	-11.687	0.010	-1.490	1.511
Kidney_Cortex	Eczema	1.21990E-05	1.14455E-03	1.58715E-08	1.22149E-05	1.14457E-03	-11.313	-11.340	-11.287	0.127	-1.554	1.808
Kidney_Cortex	Eczema_UKBS	1.20174E-05	1.14456E-03	1.45636E-08	1.20319E-05	1.14457E-03	-11.328	-11.354	-11.303	0.056	-3.675	3.786
Kidney_Cortex	Education_Years	7.56630E-05	1.14393E-03	6.39688E-07	7.63027E-05	1.14457E-03	-9.488	-9.542	-9.433	1.999	-1.746	5.743
Kidney_Cortex	Eosinophil_Count	6.84632E-05	1.14085E-03	3.71928E-06	7.21825E-05	1.14457E-03	-9.588	-9.623	-9.552	3.862	2.334	5.390
Kidney_Cortex	Epilepsy	4.35952E-06	1.14457E-03	4.99050E-09	4.36451E-06	1.14457E-03	-12.342	-12.370	-12.314	-0.001	-1.649	1.647
Kidney_Cortex	Epilepsy_UKB	3.34928E-05	1.14454E-03	3.45881E-08	3.35274E-05	1.14457E-03	-10.303	-10.327	-10.279	-0.104	-1.393	1.186
Kidney_Cortex	Fasting_Glucose	7.15891E-06	1.14456E-03	9.57860E-09	7.16849E-06	1.14457E-03	-11.846	-11.873	-11.819	0.155	-1.524	1.834
Kidney_Cortex	Fasting_Insulin	4.21627E-07	1.14457E-03	4.83134E-10	4.22110E-07	1.14457E-03	-14.678	-14.712	-14.644	0.000	-0.760	0.760
Kidney_Cortex	Fathers_Age_At_Death_UKB	1.34416E-05	1.14455E-03	1.64368E-08	1.34580E-05	1.14457E-03	-11.216	-11.241	-11.191	0.065	-2.578	2.709
Kidney_Cortex	Fluid_Intelligence_Score_UKB	4.73382E-05	1.13949E-03	5.07507E-06	5.24133E-05	1.14457E-03	-9.957	-9.997	-9.917	4.543	2.893	6.192
Kidney_Cortex	Gout_UKBS	1.45611E-05	1.14455E-03	2.05430E-08	1.45816E-05	1.14457E-03	-11.136	-11.161	-11.111	0.208	-2.469	2.885
Kidney_Cortex	Granulocyte_Count	6.86003E-05	1.14113E-03	3.44447E-06	7.20448E-05	1.14457E-03	-9.586	-9.636	-9.537	3.783	1.564	6.002
Kidney_Cortex	HDL_Cholesterol	3.07637E-05	1.14452E-03	4.80623E-08	3.08117E-05	1.14457E-03	-10.388	-10.412	-10.364	0.310	-2.027	2.648
Kidney_Cortex	HDL_Cholesterol_NMR	8.48548E-06	1.14456E-03	9.84074E-09	8.49532E-06	1.14457E-03	-11.676	-11.702	-11.650	0.012	-1.677	1.701
Kidney_Cortex	Hayfever_UKB	4.84880E-05	1.14334E-03	1.23332E-06	4.97213E-05	1.14457E-03	-9.933	-9.992	-9.873	3.101	-0.489	6.692
Kidney_Cortex	Heart_Attack_UKB	1.43730E-05	1.14455E-03	1.85510E-08	1.43915E-05	1.14457E-03	-11.149	-11.175	-11.123	0.119	-2.763	3.000
Kidney_Cortex	Heart_Rate	1.44018E-05	1.14455E-03	2.07287E-08	1.44225E-05	1.14457E-03	-11.147	-11.172	-11.122	0.228	-1.840	2.297
Kidney_Cortex	Height	1.22516E-04	1.14055E-03	4.02394E-06	1.26540E-04	1.14457E-03	-9.006	-9.031	-8.980	3.359	1.935	4.783
Kidney_Cortex	High_Cholesterol_UKBS	3.00943E-05	1.14417E-03	3.96309E-07	3.04906E-05	1.14457E-03	-10.410	-10.516	-10.303	2.442	-2.163	7.046
Kidney_Cortex	High_Light_Scatter_Reticulocyte_Count	6.82582E-05	1.14113E-03	3.44447E-06	7.17026E-05	1.14457E-03	-9.591	-9.629	-9.554	3.788	2.087	5.490
Kidney_Cortex	Hip_Circumference_EUR	2.99741E-05	1.14443E-03	1.44809E-07	3.01190E-05	1.14457E-03	-10.414	-10.457	-10.372	1.439	-1.915	4.794
Kidney_Cortex	Hypertension_UKBS	6.57132E-05	1.13716E-03	7.41338E-06	7.31266E-05	1.14457E-03	-9.629	-9.666	-9.591	4.596	3.283	5.908
Kidney_Cortex	Hyperthyroidism_UKBS	1.48552E-05	1.14455E-03	1.76463E-08	1.48729E-05	1.14457E-03	-11.116	-11.141	-11.091	0.036	-1.625	1.697
Kidney_Cortex	Hypothyroidism_UKBS	4.05009E-05	1.14401E-03	5.61745E-07	4.10627E-05	1.14457E-03	-10.113	-10.170	-10.055	2.494	-1.554	6.541
Kidney_Cortex	Inflammatory_Bowel_Disease	3.28297E-05	1.14449E-03	7.66671E-08	3.29063E-05	1.14457E-03	-10.323	-10.369	-10.278	0.712	-2.560	3.984
Kidney_Cortex	Inflammatory_Bowel_Disease_UKBS	8.66848E-05	1.14450E-03	7.49989E-08	8.67598E-05	1.14457E-03	-9.352	-9.373	-9.331	-0.281	-1.412	0.849
Kidney_Cortex	Insomnia_In_Both_Sexes	5.76243E-06	1.14456E-03	6.64945E-09	5.76908E-06	1.14457E-03	-12.063	-12.090	-12.036	0.007	-1.478	1.491
Kidney_Cortex	Insomnia_UKB	4.01782E-05	1.14450E-03	7.02091E-08	4.02484E-05	1.14457E-03	-10.121	-10.144	-10.098	0.422	-1.703	2.546
Kidney_Cortex	Insomnia_UKBS	5.36946E-05	1.14452E-03	5.06782E-08	5.37452E-05	1.14457E-03	-9.831	-9.853	-9.809	-0.194	-1.558	1.171
Kidney_Cortex	Intracraneal_Volume	1.88017E-06	1.14457E-03	2.15661E-09	1.88233E-06	1.14457E-03	-13.183	-13.212	-13.154	0.001	-1.690	1.693
Kidney_Cortex	Irritable_Bowel_Syndrome_UKBS	1.75657E-06	1.14457E-03	2.01887E-09	1.75859E-06	1.14457E-03	-13.251	-13.281	-13.221	0.003	-2.151	2.158
Kidney_Cortex	LDL_Cholesterol	2.58249E-05	1.14452E-03	4.56727E-08	2.58706E-05	1.14457E-03	-10.563	-10.590	-10.537	0.434	-2.062	2.930
Kidney_Cortex	LDL_Cholesterol_NMR	1.05208E-05	1.14456E-03	1.39646E-08	1.05348E-05	1.14457E-03	-11.461	-11.487	-11.435	0.147	-2.832	3.127
Kidney_Cortex	Lymphocyte_Count	7.32071E-05	1.14070E-03	3.87055E-06	7.70776E-05	1.14457E-03	-9.521	-9.557	-9.484	3.835	1.914	5.756
Kidney_Cortex	Migraine_UKB	2.69865E-05	1.14454E-03	2.83752E-08	2.70149E-05	1.14457E-03	-10.519	-10.542	-10.496	-0.086	-1.403	1.230
Kidney_Cortex	Migraine_UKBS	1.28887E-05	1.14455E-03	1.77880E-08	1.29065E-05	1.14457E-03	-11.258	-11.283	-11.232	0.186	-1.741	2.112
Kidney_Cortex	Monocyte_Count	7.40908E-05	1.14140E-03	3.17405E-06	7.72648E-05	1.14457E-03	-9.509	-9.543	-9.475	3.624	1.542	5.707
Kidney_Cortex	Mothers_Age_At_Death_UKB	4.91534E-06	1.14456E-03	5.65497E-09	4.92099E-06	1.14457E-03	-12.222	-12.250	-12.194	0.004	-1.913	1.922
Kidney_Cortex	Multiple_Sclerosis	1.22112E-05	1.14454E-03	2.58553E-08	1.22370E-05	1.14457E-03	-11.312	-11.380	-11.244	0.614	-4.837	6.065
Kidney_Cortex	Multiple_Sclerosis_UKBS	2.00925E-05	1.14455E-03	2.22095E-08	2.01147E-05	1.14457E-03	-10.814	-10.839	-10.789	-0.036	-1.384	1.312
Kidney_Cortex	Myeloid_White_Cell_Count	6.94978E-05	1.14096E-03	3.60970E-06	7.31075E-05	1.14457E-03	-9.573	-9.618	-9.529	3.817	1.692	5.941
Kidney_Cortex	Neuroticism	7.98477E-08	1.14457E-03	9.14960E-11	7.99392E-08	1.14457E-03	-16.342	-16.379	-16.305	0.000	-0.183	0.183
Kidney_Cortex	Neuroticism_UKB	5.83995E-05	1.14411E-03	4.59959E-07	5.88594E-05	1.14457E-03	-9.747	-9.790	-9.704	1.928	-1.668	5.524
Kidney_Cortex	Neutrophil_Count	6.75115E-05	1.14071E-03	3.86284E-06	7.13743E-05	1.14457E-03	-9.602	-9.646	-9.559	3.914	2.173	5.655
Kidney_Cortex	Osteoporosis_UKBS	1.13970E-05	1.14456E-03	1.35248E-08	1.14106E-05	1.14457E-03	-11.381	-11.407	-11.355	0.035	-1.587	1.657
Kidney_Cortex	Parkinsons_Disease_UKBS	3.27313E-05	1.14454E-03	3.41072E-08	3.27654E-05	1.14457E-03	-10.326	-10.349	-10.303	-0.095	-1.419	1.230
